epoch,train_loss,val_loss,lr
1,0.13254760947885258,0.0007887576538758973,0.001
2,0.0031256915458451424,0.0004457887422169248,0.001
3,0.0016110817345763955,0.0013628999143093824,0.001
4,0.0014659726280639215,0.000560832605579247,0.001
5,0.0013143293750525586,0.0009016280491401751,0.001
6,0.0011888776551027384,0.0017775591609502832,0.001
7,0.001265728360414505,0.0005196904673178991,0.001
8,0.0011859537580556103,0.0001623583818692714,0.001
9,0.0008859852899531169,0.0007903296907370289,0.001
10,0.0008291973051109484,0.0010913615256672104,0.001
11,0.0008257352091265576,0.00042015598250553013,0.001
12,0.0007487555378063449,0.0004131779437387983,0.001
13,0.0008533949175317373,0.0003254859985318035,0.001
14,0.0006545723737962544,0.00034720350086688993,0.001
15,0.0003102213093265891,0.00021026919530083737,0.0005
16,0.00026497316244989636,9.570058536172534e-05,0.0005
17,0.00026755392529669085,0.00011331190466259917,0.0005
18,0.00028527772457006255,0.00011809206483885646,0.0005
19,0.00029012472905484693,0.0001432542546481515,0.0005
20,0.0002777715676324442,0.00013690723716902237,0.0005
21,0.00028846471731684036,7.715732729217659e-05,0.0005
22,0.00025880303445671287,0.00017565543537183354,0.0005
23,0.000304210936423125,0.00017949256065456816,0.0005
24,0.0003054935543425381,0.00020123524169748027,0.0005
25,0.00029344646472749964,0.0001608348275643463,0.0005
26,0.0003351822061198098,0.0006190112812320391,0.0005
27,0.00027071856264158017,0.0003769545440468937,0.0005
28,0.0001648981727939099,3.846234431723133e-05,0.00025
29,0.00015386898780441177,0.00016556701780607303,0.00025
30,0.0001671988039909463,9.595767847727984e-05,0.00025
31,0.00016311363002285362,0.00010105794021626935,0.00025
32,0.00015250868947644318,4.2535611466737465e-05,0.00025
33,0.00017340821378664779,8.404211918823421e-05,0.00025
34,0.00016493294870480895,8.61461050544555e-05,0.00025
35,0.00010712179058896644,0.00010594092901796102,0.000125
36,0.00011768423460124592,0.00011399959737512593,0.000125
37,0.00011405065402055957,4.6183737708100426e-05,0.000125
38,0.00010997416147762644,5.383834992380192e-05,0.000125
